CO,NO2,O3,PM10,PM2.5,SO2,label
0.33,11.0,56.0,40.0,15.0,1.8,1
0.28,8.8,59.0,42.0,13.0,1.6,1
0.26,8.3,60.0,42.0,14.0,1.7,1
0.25,7.0,61.0,43.0,19.0,1.7,1
0.27,7.3,59.0,46.0,18.0,1.7,1
0.29,9.4,56.0,48.0,17.0,1.9,1
0.36,13.0,51.0,49.0,20.0,2.3,1
0.4,14.0,50.0,46.0,18.0,1.9,0
0.4,14.0,51.0,48.0,14.0,1.5,1
0.41,13.0,52.0,45.0,16.0,1.4,1
0.37,10.0,55.0,35.0,18.0,1.3,1
0.38,9.6,58.0,32.0,16.0,1.3,1
0.36,8.9,57.0,29.0,16.0,1.2,1
0.41,12.0,52.0,31.0,12.0,1.2,1
0.43,14.0,48.0,35.0,11.0,1.5,0
0.47,16.0,45.0,37.0,16.0,1.3,0
0.52,19.0,39.0,32.0,18.0,1.3,0
0.66,23.0,32.0,29.0,20.0,1.3,0
0.72,25.0,27.0,34.0,20.0,1.3,0
0.63,22.0,27.0,29.0,15.0,1.3,0
0.69,27.0,19.0,24.0,13.0,1.3,0
0.67,26.0,20.0,23.0,14.0,1.3,0
0.64,23.0,21.0,23.0,15.0,1.4,0
0.59,20.0,19.0,26.0,15.0,1.6,0
0.58,20.0,15.0,28.0,14.0,1.5,0
0.75,29.0,2.2,31.0,13.0,2.4,0
0.64,27.0,1.0,38.0,15.0,5.3,0
0.54,21.0,2.0,42.0,17.0,5.2,0
0.52,21.0,3.8,39.0,20.0,3.7,0
0.53,20.0,5.2,38.0,20.0,3.6,0
0.71,23.0,2.6,40.0,20.0,5.2,0
0.73,19.0,13.0,50.0,27.0,5.0,0
0.48,12.0,36.0,64.0,29.0,4.2,1
0.61,18.0,43.0,71.0,28.0,6.7,1
0.61,18.0,61.0,79.0,32.0,5.5,1
0.47,11.0,81.0,83.0,32.0,4.9,1
0.46,11.0,86.0,71.0,31.0,3.7,1
0.46,14.0,73.0,73.0,31.0,3.3,1
0.43,14.0,73.0,77.0,30.0,3.6,1
0.47,13.0,69.0,77.0,34.0,3.9,1
0.55,19.0,56.0,78.0,36.0,4.8,1
0.88,29.0,41.0,81.0,36.0,3.4,1
1.18,39.0,29.0,75.0,34.0,3.3,1
1.17,40.0,22.0,56.0,30.0,2.9,1
0.99,33.0,18.0,46.0,27.0,3.0,0
0.88,27.0,17.0,43.0,27.0,2.6,0
1.13,36.0,7.8,46.0,31.0,2.3,0
1.12,39.0,2.7,64.0,34.0,5.8,1
1.04,35.0,2.7,65.0,32.0,5.1,1
0.64,30.0,2.4,62.0,34.0,9.3,1
0.73,40.0,3.1,82.0,44.0,15.0,1
0.62,34.0,6.5,100.0,53.0,12.0,1
0.56,26.0,14.0,111.0,56.0,13.0,2
0.54,19.0,20.0,108.0,51.0,6.7,2
0.7,26.0,7.7,88.0,44.0,6.1,1
0.76,24.0,21.0,88.0,47.0,10.0,1
0.82,23.0,32.0,97.0,52.0,9.7,1
0.52,15.0,43.0,88.0,45.0,5.2,1
0.49,16.0,50.0,78.0,36.0,5.8,1
0.48,15.0,58.0,72.0,32.0,4.1,1
0.43,11.0,61.0,66.0,29.0,5.4,1
0.3,7.0,40.0,54.0,25.0,3.1,1
0.34,11.0,34.0,46.0,22.0,4.9,0
0.32,10.0,29.0,48.0,20.0,4.2,0
0.38,13.0,25.0,48.0,18.0,3.5,0
0.47,17.0,23.0,51.0,20.0,3.4,1
0.47,15.0,23.0,51.0,23.0,3.5,1
0.45,17.0,28.0,57.0,28.0,5.7,1
0.54,24.0,17.0,67.0,32.0,8.7,1
0.56,23.0,10.0,61.0,30.0,4.6,1
0.51,19.0,11.0,50.0,26.0,5.6,0
0.5,19.0,8.6,46.0,25.0,7.0,0
0.52,20.0,5.8,46.0,22.0,3.2,0
0.52,21.0,3.7,46.0,21.0,2.9,0
0.43,22.0,6.4,48.0,24.0,3.6,0
0.33,9.9,23.0,56.0,30.0,2.7,1
0.36,17.0,12.0,65.0,33.0,7.8,1
0.4,20.0,6.1,67.0,32.0,8.6,1
0.46,22.0,5.8,65.0,36.0,10.0,1
0.75,23.0,4.5,64.0,36.0,9.5,1
0.74,20.0,9.5,61.0,29.0,5.8,1
0.41,13.0,23.0,56.0,27.0,3.7,1
0.35,12.0,33.0,56.0,27.0,3.4,1
0.34,11.0,46.0,57.0,26.0,3.6,1
0.34,12.0,52.0,56.0,24.0,4.2,1
0.3,8.9,58.0,55.0,24.0,3.2,1
0.29,8.7,60.0,55.0,25.0,3.4,1
0.34,12.0,62.0,54.0,22.0,4.5,1
0.44,17.0,44.0,54.0,21.0,4.1,1
0.53,17.0,33.0,55.0,26.0,2.8,1
0.59,20.0,27.0,56.0,28.0,3.2,1
0.78,28.0,16.0,57.0,32.0,3.9,1
0.88,34.0,14.0,59.0,37.0,5.7,1
1.07,38.0,13.0,64.0,40.0,5.9,1
0.91,34.0,9.5,66.0,36.0,5.0,1
0.73,30.0,12.0,66.0,32.0,6.6,1
0.62,29.0,11.0,70.0,33.0,7.8,1
0.42,18.0,19.0,64.0,35.0,4.5,1
0.34,11.0,33.0,59.0,36.0,3.4,1
0.41,8.8,65.0,66.0,41.0,3.8,1
0.48,11.0,63.0,71.0,47.0,4.0,1
0.44,13.0,55.0,71.0,44.0,6.5,1
0.49,21.0,52.0,76.0,42.0,8.0,1
0.72,27.0,52.0,83.0,44.0,7.4,1
0.78,29.0,56.0,90.0,44.0,6.3,1
0.63,26.0,59.0,89.0,51.0,5.3,1
0.56,25.0,62.0,84.0,50.0,5.4,1
0.54,27.0,60.0,84.0,46.0,9.9,1
0.5,23.0,65.0,82.0,47.0,9.9,1
0.52,23.0,58.0,71.0,38.0,6.1,1
0.53,29.0,48.0,70.0,36.0,7.8,1
0.6,35.0,36.0,66.0,31.0,9.6,1
0.66,35.0,27.0,61.0,27.0,9.0,1
0.81,37.0,24.0,55.0,26.0,5.4,1
0.71,32.0,28.0,54.0,26.0,4.0,1
0.64,28.0,32.0,51.0,25.0,2.9,1
0.69,28.0,30.0,50.0,26.0,3.2,0
0.72,29.0,29.0,51.0,28.0,3.2,1
0.57,24.0,35.0,55.0,27.0,3.1,1
0.45,17.0,41.0,55.0,27.0,3.0,1
0.36,11.0,45.0,46.0,25.0,1.8,0
0.36,11.0,41.0,42.0,25.0,1.8,0
0.36,12.0,35.0,39.0,25.0,1.8,0
0.37,13.0,30.0,40.0,20.0,1.9,0
0.6,27.0,8.7,45.0,21.0,3.9,0
0.79,32.0,4.0,59.0,27.0,8.8,1
0.87,32.0,14.0,60.0,29.0,3.7,1
0.79,27.0,26.0,49.0,29.0,2.9,0
0.84,29.0,38.0,53.0,29.0,3.2,1
0.79,23.0,68.0,68.0,36.0,5.7,1
0.81,26.0,76.0,116.0,62.0,7.1,2
0.82,29.0,71.0,115.0,63.0,7.3,2
0.58,23.0,71.0,108.0,61.0,6.5,2
0.64,24.0,62.0,98.0,54.0,5.0,1
0.84,33.0,53.0,71.0,40.0,2.2,1
0.8,31.0,39.0,44.0,27.0,2.0,0
1.15,47.0,13.0,48.0,25.0,2.5,0
0.86,37.0,19.0,49.0,25.0,2.3,0
0.75,28.0,20.0,42.0,20.0,2.0,0
0.68,24.0,18.0,39.0,20.0,2.2,0
0.78,29.0,9.9,42.0,25.0,1.8,0
0.78,30.0,6.6,44.0,22.0,2.0,0
0.98,33.0,3.8,48.0,20.0,2.0,0
0.99,29.0,5.0,51.0,27.0,3.6,1
1.13,33.0,1.0,54.0,31.0,3.5,1
0.69,19.0,9.3,46.0,25.0,2.7,0
0.72,24.0,5.4,38.0,20.0,2.7,0
0.61,23.0,4.7,35.0,18.0,3.5,0
0.84,26.0,5.0,37.0,19.0,3.8,0
0.93,28.0,18.0,50.0,25.0,5.2,0
1.05,32.0,42.0,60.0,31.0,4.3,1
0.91,26.0,65.0,60.0,32.0,3.1,1
0.76,20.0,84.0,55.0,30.0,2.8,1
0.7,18.0,99.0,56.0,27.0,3.2,1
0.74,20.0,116.0,62.0,33.0,3.4,2
0.66,20.0,107.0,70.0,40.0,4.4,2
0.55,20.0,67.0,81.0,42.0,5.9,1
0.39,12.0,61.0,81.0,40.0,4.5,1
0.35,11.0,44.0,70.0,35.0,3.6,1
0.38,11.0,36.0,59.0,31.0,3.3,1
0.47,14.0,26.0,55.0,26.0,4.7,1
0.49,17.0,16.0,51.0,25.0,4.0,1
0.71,25.0,12.0,53.0,26.0,2.8,1
0.84,28.0,9.8,56.0,26.0,3.6,1
0.86,27.0,9.5,53.0,26.0,3.4,1
1.11,32.0,0.9,55.0,28.0,3.8,1
1.07,29.0,0.6,60.0,29.0,4.2,1
0.81,25.0,2.6,53.0,30.0,1.8,1
0.44,14.0,8.3,43.0,24.0,1.3,0
0.44,15.0,9.2,38.0,19.0,1.9,0
0.62,18.0,4.4,42.0,20.0,2.7,0
0.56,17.0,1.1,48.0,20.0,3.6,0
0.48,15.0,4.2,49.0,21.0,4.0,0
0.41,11.0,10.0,43.0,15.0,2.5,0
0.44,12.0,13.0,34.0,12.0,2.6,0
0.32,8.4,23.0,37.0,12.0,2.4,0
0.28,7.7,36.0,46.0,15.0,2.0,0
0.27,6.8,42.0,51.0,18.0,1.9,1
0.29,8.6,41.0,48.0,20.0,2.8,0
0.28,7.7,45.0,44.0,24.0,2.9,0
0.26,7.6,36.0,38.0,20.0,2.4,0
0.24,6.8,25.0,34.0,15.0,1.6,0
0.26,7.0,21.0,31.0,12.0,1.5,0
0.37,11.0,15.0,27.0,13.0,2.0,0
0.42,15.0,9.6,32.0,15.0,2.3,0
0.5,16.0,8.4,39.0,16.0,2.1,0
0.69,27.0,7.7,45.0,22.0,4.9,0
0.72,32.0,15.0,59.0,32.0,9.7,1
0.61,26.0,28.0,61.0,36.0,8.9,1
0.58,20.0,37.0,59.0,31.0,5.1,1
0.41,11.0,50.0,53.0,28.0,3.9,1
0.34,9.0,54.0,38.0,22.0,3.3,1
0.31,7.2,58.0,28.0,13.0,2.7,1
0.31,9.4,62.0,33.0,19.0,5.3,1
0.25,8.8,65.0,39.0,23.0,5.4,1
0.29,8.6,63.0,38.0,20.0,1.7,1
0.39,18.0,49.0,35.0,18.0,1.4,0
0.75,28.0,40.0,33.0,18.0,1.6,0
0.84,33.0,33.0,34.0,20.0,1.8,0
0.83,38.0,24.0,39.0,18.0,2.1,0
0.7,35.0,22.0,45.0,20.0,3.1,0
0.56,32.0,24.0,45.0,21.0,4.9,0
0.58,31.0,25.0,42.0,17.0,2.4,0
0.5,28.0,30.0,34.0,15.0,2.7,0
0.53,33.0,32.0,42.0,20.0,9.8,0
0.57,31.0,38.0,54.0,30.0,3.3,1
0.58,34.0,30.0,57.0,31.0,4.2,1
0.72,36.0,33.0,62.0,32.0,3.9,1
0.72,31.0,40.0,66.0,35.0,3.1,1
0.69,27.0,42.0,56.0,33.0,2.2,1
0.53,22.0,44.0,50.0,30.0,1.9,0
0.52,21.0,43.0,50.0,25.0,1.8,0
0.53,21.0,40.0,46.0,25.0,1.9,0
0.38,17.0,44.0,45.0,25.0,5.0,0
0.26,14.0,49.0,37.0,18.0,5.5,0
0.22,7.8,57.0,28.0,12.0,1.6,1
0.2,6.5,56.0,26.0,15.0,1.5,1
0.2,6.0,55.0,26.0,15.0,1.4,1
0.21,6.2,54.0,26.0,13.0,1.5,1
0.26,10.0,50.0,21.0,11.0,1.7,0
0.33,17.0,44.0,21.0,10.0,1.6,0
0.64,27.0,34.0,21.0,12.0,1.7,0
0.76,32.0,30.0,22.0,15.0,1.8,0
0.72,39.0,23.0,24.0,14.0,2.0,0
0.65,43.0,17.0,32.0,16.0,2.7,0
0.6,39.0,24.0,37.0,20.0,3.0,0
0.62,38.0,28.0,33.0,20.0,4.6,0
0.62,37.0,29.0,33.0,15.0,4.3,0
0.66,41.0,24.0,32.0,16.0,3.5,0
0.75,42.0,23.0,28.0,16.0,2.4,0
0.92,47.0,15.0,22.0,15.0,2.4,0
1.12,51.0,11.0,27.0,18.0,3.8,1
1.33,52.0,6.2,38.0,22.0,4.4,1
1.03,44.0,14.0,37.0,23.0,3.8,0
0.91,40.0,16.0,34.0,20.0,3.6,0
0.94,36.0,18.0,42.0,21.0,3.6,0
0.81,31.0,18.0,45.0,23.0,2.7,0
0.81,30.0,15.0,42.0,16.0,2.3,0
0.85,33.0,13.0,42.0,17.0,2.4,0
0.92,36.0,4.4,40.0,21.0,2.4,0
0.83,34.0,1.4,49.0,23.0,6.2,0
0.72,31.0,1.8,54.0,27.0,7.7,1
0.88,31.0,2.0,51.0,29.0,6.2,1
1.06,31.0,3.2,55.0,29.0,6.8,1
1.4,39.0,4.6,57.0,29.0,7.1,1
2.01,48.0,21.0,64.0,31.0,5.0,1
1.58,56.0,21.0,89.0,43.0,8.8,1
0.95,39.0,19.0,99.0,48.0,12.0,1
0.68,28.0,21.0,84.0,40.0,9.3,1
0.69,35.0,14.0,76.0,36.0,7.0,1
0.78,40.0,9.1,78.0,43.0,6.8,1
0.61,36.0,13.0,83.0,43.0,6.7,1
0.86,46.0,6.8,82.0,39.0,7.8,1
0.95,46.0,12.0,86.0,43.0,7.9,1
1.54,62.0,6.8,103.0,48.0,7.7,2
2.01,66.0,1.4,114.0,54.0,7.3,2
1.94,57.0,1.7,110.0,54.0,13.0,2
1.71,49.0,1.4,109.0,50.0,8.1,2
0.99,37.0,11.0,104.0,49.0,10.0,2
1.26,43.0,2.4,100.0,46.0,9.7,1
1.23,43.0,1.4,100.0,42.0,9.7,1
1.35,43.0,0.6,101.0,46.0,10.0,2
1.45,41.0,0.7,103.0,50.0,13.0,2
1.68,36.0,0.7,100.0,51.0,6.6,1
1.46,32.0,0.7,100.0,46.0,8.2,1
1.32,26.0,0.8,90.0,43.0,8.0,1
0.99,22.0,0.8,81.0,38.0,12.0,1
0.82,19.0,1.4,68.0,31.0,10.0,1
1.3,30.0,3.4,70.0,37.0,18.0,1
0.94,24.0,15.0,73.0,36.0,4.1,1
0.48,15.0,28.0,71.0,32.0,2.9,1
0.41,17.0,30.0,71.0,35.0,2.9,1
0.39,17.0,34.0,67.0,31.0,3.5,1
0.41,16.0,47.0,64.0,32.0,3.7,1
0.43,15.0,60.0,65.0,38.0,3.3,1
0.47,18.0,59.0,71.0,41.0,3.0,1
0.68,29.0,40.0,71.0,39.0,2.6,1
0.63,34.0,30.0,73.0,40.0,10.0,1
0.59,30.0,29.0,67.0,37.0,10.0,1
0.65,34.0,23.0,54.0,31.0,14.0,1
0.7,26.0,30.0,48.0,28.0,2.0,0
0.7,26.0,28.0,43.0,20.0,2.1,0
0.73,28.0,26.0,38.0,15.0,2.7,0
0.71,26.0,27.0,35.0,17.0,3.2,0
0.47,19.0,34.0,34.0,18.0,3.9,0
0.39,14.0,38.0,32.0,19.0,3.7,0
0.35,11.0,40.0,24.0,18.0,2.4,0
0.33,10.0,40.0,22.0,15.0,2.0,0
0.32,11.0,39.0,26.0,14.0,2.0,0
0.34,10.0,38.0,22.0,11.0,2.0,0
0.37,12.0,34.0,24.0,10.0,2.1,0
0.53,23.0,24.0,29.0,10.0,2.2,0
0.82,24.0,26.0,31.0,10.0,2.2,0
1.0,26.0,26.0,33.0,11.0,2.3,0
0.97,30.0,30.0,32.0,10.0,2.5,0
0.98,34.0,31.0,31.0,13.0,2.9,0
0.86,23.0,56.0,44.0,22.0,4.8,1
0.75,26.0,64.0,72.0,38.0,11.0,1
0.9,40.0,43.0,109.0,53.0,11.0,2
0.84,45.0,28.0,125.0,59.0,7.9,2
0.88,44.0,28.0,0.0,57.0,6.6,1
1.12,51.0,17.0,0.0,52.0,4.9,1
0.96,39.0,15.0,92.0,45.0,3.8,1
0.83,32.0,14.0,70.0,35.0,4.4,1
1.21,41.0,3.6,55.0,27.0,4.4,1
1.2,38.0,5.0,60.0,25.0,3.5,1
1.97,42.0,1.7,60.0,28.0,4.9,1
1.41,35.0,2.1,61.0,29.0,3.9,1
1.33,30.0,0.7,59.0,24.0,4.8,1
1.39,27.0,0.7,61.0,25.0,5.7,1
1.19,26.0,0.5,62.0,26.0,5.7,1
1.12,23.0,0.6,56.0,25.0,6.1,1
1.22,24.0,0.6,57.0,25.0,5.5,1
1.12,24.0,0.6,62.0,26.0,9.9,1
0.73,20.0,0.7,59.0,25.0,8.1,1
0.68,19.0,1.9,55.0,25.0,8.8,1
0.87,24.0,5.7,61.0,28.0,8.5,1
0.65,23.0,17.0,60.0,30.0,5.3,1
0.43,16.0,36.0,51.0,28.0,7.2,1
0.39,14.0,51.0,49.0,24.0,4.7,1
0.55,20.0,54.0,57.0,25.0,5.1,1
0.31,10.0,55.0,55.0,24.0,3.7,1
0.3,11.0,44.0,48.0,18.0,3.1,0
0.37,17.0,34.0,46.0,22.0,3.4,0
0.48,20.0,25.0,45.0,25.0,2.7,0
0.53,22.0,24.0,40.0,19.0,1.9,0
0.74,28.0,17.0,28.0,13.0,1.8,0
0.69,27.0,17.0,23.0,13.0,1.7,0
0.66,31.0,26.0,33.0,19.0,8.4,0
0.64,29.0,40.0,44.0,28.0,8.0,0
0.58,28.0,41.0,46.0,28.0,10.0,0
0.64,25.0,39.0,45.0,26.0,3.3,0
0.57,21.0,40.0,44.0,24.0,2.2,0
0.43,15.0,45.0,42.0,20.0,2.0,0
0.34,13.0,45.0,39.0,20.0,3.4,0
0.31,13.0,42.0,44.0,21.0,3.1,0
0.26,9.4,45.0,42.0,18.0,2.3,0
0.3,9.3,44.0,34.0,15.0,2.2,0
0.32,10.0,43.0,33.0,16.0,3.4,0
0.37,19.0,33.0,38.0,22.0,11.0,0
0.42,19.0,32.0,39.0,23.0,9.9,0
0.4,16.0,38.0,28.0,18.0,4.0,0
0.4,17.0,41.0,17.0,12.0,4.9,0
0.4,18.0,40.0,18.0,10.0,8.0,0
0.4,15.0,46.0,23.0,12.0,6.0,0
0.41,14.0,50.0,22.0,10.0,3.8,0
0.43,15.0,47.0,18.0,6.0,5.0,0
0.43,16.0,42.0,21.0,7.0,5.5,0
0.47,18.0,34.0,29.0,10.0,8.2,0
0.52,21.0,22.0,34.0,11.0,8.3,0
0.69,26.0,12.0,33.0,16.0,8.7,0
0.81,29.0,4.6,33.0,21.0,11.0,0
0.75,28.0,2.4,35.0,18.0,8.8,0
0.79,33.0,3.0,48.0,20.0,8.2,0
0.72,33.0,6.7,64.0,27.0,6.9,1
0.66,31.0,5.7,71.0,33.0,5.9,1
0.58,26.0,8.0,68.0,32.0,5.2,1
0.55,26.0,6.1,71.0,31.0,5.4,1
0.54,25.0,5.3,73.0,36.0,6.4,1
0.5,22.0,5.7,72.0,36.0,4.5,1
0.47,23.0,5.1,75.0,30.0,5.3,1
0.46,19.0,5.2,77.0,30.0,4.2,1
0.55,21.0,3.7,78.0,32.0,4.4,1
0.68,21.0,2.6,81.0,34.0,7.9,1
0.92,22.0,5.7,79.0,36.0,6.2,1
0.97,28.0,8.5,76.0,37.0,7.5,1
0.76,29.0,13.0,71.0,35.0,7.8,1
0.69,31.0,20.0,66.0,31.0,7.3,1
0.89,38.0,31.0,68.0,30.0,4.8,1
0.92,34.0,40.0,62.0,29.0,3.0,1
0.65,24.0,14.0,44.0,20.0,2.0,0
0.59,22.0,14.0,28.0,10.0,1.9,0
0.78,28.0,8.7,28.0,9.0,2.1,0
0.92,30.0,7.7,32.0,10.0,2.2,0
1.0,32.0,12.0,28.0,12.0,2.3,0
1.55,47.0,3.4,32.0,15.0,3.2,0
2.4,50.0,1.4,51.0,23.0,7.5,1
1.69,52.0,1.2,78.0,33.0,17.0,1
1.56,53.0,1.1,105.0,45.0,19.0,2
1.74,47.0,0.8,114.0,48.0,13.0,2
0.9,28.0,13.0,97.0,38.0,7.2,1
0.22,12.0,34.0,64.0,24.0,3.6,1
0.2,11.0,32.0,45.0,19.0,4.9,0
0.21,9.8,26.0,42.0,20.0,5.0,0
0.2,9.3,28.0,33.0,15.0,3.2,0
0.24,10.0,27.0,23.0,11.0,2.1,0
0.32,15.0,19.0,20.0,9.0,2.7,0
0.45,18.0,25.0,23.0,15.0,2.7,0
0.63,24.0,23.0,24.0,14.0,2.0,0
0.83,34.0,17.0,23.0,8.0,2.9,0
0.69,32.0,20.0,29.0,10.0,3.1,0
0.51,22.0,32.0,43.0,17.0,2.0,0
0.52,24.0,34.0,60.0,22.0,2.9,1
0.5,21.0,41.0,75.0,27.0,3.5,1
0.47,21.0,46.0,82.0,28.0,3.6,1
0.49,25.0,46.0,83.0,27.0,5.4,1
0.51,30.0,42.0,83.0,27.0,7.6,1
0.61,39.0,34.0,84.0,28.0,5.5,1
0.75,47.0,25.0,83.0,31.0,13.0,1
0.75,48.0,23.0,79.0,29.0,16.0,1
0.82,42.0,25.0,64.0,26.0,2.2,1
1.02,51.0,11.0,49.0,24.0,2.2,1
0.95,42.0,15.0,50.0,21.0,2.0,0
0.8,35.0,19.0,44.0,20.0,1.8,0
0.62,29.0,23.0,37.0,18.0,1.6,0
0.73,36.0,18.0,35.0,13.0,1.4,0
0.54,25.0,22.0,33.0,11.0,2.1,0
0.39,18.0,22.0,28.0,13.0,2.2,0
0.34,15.0,20.0,26.0,15.0,2.2,0
0.36,15.0,18.0,26.0,13.0,2.2,0
0.47,21.0,13.0,26.0,10.0,2.0,0
0.57,25.0,9.6,28.0,12.0,2.6,0
0.91,31.0,16.0,34.0,16.0,3.0,0
1.6,52.0,35.0,46.0,22.0,3.3,1
1.55,57.0,70.0,59.0,26.0,3.3,1
0.75,26.0,89.0,55.0,23.0,3.3,1
0.47,17.0,87.0,40.0,20.0,3.1,1
0.57,25.0,106.0,46.0,25.0,6.2,2
0.44,20.0,95.0,59.0,31.0,5.4,1
0.43,21.0,103.0,62.0,31.0,7.1,2
0.44,21.0,99.0,68.0,36.0,7.3,1
0.55,28.0,82.0,70.0,36.0,7.5,1
0.65,35.0,59.0,67.0,37.0,8.9,1
0.73,34.0,60.0,70.0,40.0,8.3,1
1.04,41.0,43.0,76.0,40.0,8.5,1
1.65,61.0,17.0,84.0,38.0,6.1,1
1.76,69.0,2.5,92.0,40.0,6.9,1
1.54,56.0,4.2,104.0,46.0,29.0,2
1.17,54.0,2.0,108.0,52.0,13.0,2
1.19,50.0,2.8,100.0,50.0,8.9,1
1.0,45.0,2.2,98.0,47.0,7.5,1
0.78,42.0,1.7,94.0,45.0,8.2,1
0.7,38.0,0.8,88.0,45.0,7.5,1
0.78,35.0,1.2,86.0,47.0,7.4,1
0.84,32.0,1.5,82.0,46.0,8.8,1
1.07,37.0,4.3,83.0,43.0,6.8,1
1.24,37.0,19.0,79.0,43.0,4.6,1
1.23,33.0,42.0,76.0,39.0,3.8,1
0.82,24.0,67.0,73.0,31.0,3.1,1
0.51,17.0,68.0,61.0,30.0,6.4,1
0.42,16.0,73.0,67.0,29.0,5.5,1
0.36,14.0,69.0,67.0,29.0,4.7,1
0.29,13.0,48.0,56.0,26.0,3.1,1
0.46,25.0,35.0,51.0,28.0,8.9,1
0.42,18.0,23.0,48.0,25.0,4.3,0
0.49,19.0,17.0,39.0,16.0,5.0,0
0.81,30.0,13.0,44.0,18.0,5.8,0
1.15,41.0,13.0,56.0,28.0,4.5,1
1.22,36.0,5.1,59.0,33.0,5.1,1
1.28,32.0,0.8,57.0,29.0,16.0,1
1.27,38.0,0.8,67.0,31.0,4.7,1
0.81,27.0,5.3,68.0,36.0,5.2,1
0.54,18.0,10.0,66.0,35.0,3.1,1
0.39,11.0,16.0,59.0,31.0,2.6,1
0.57,19.0,0.7,55.0,28.0,6.8,1
0.41,18.0,0.5,57.0,27.0,6.9,1
0.45,17.0,0.8,59.0,24.0,9.2,1
0.6,18.0,4.8,56.0,26.0,4.9,1
1.05,29.0,8.8,53.0,30.0,4.4,1
1.37,38.0,26.0,61.0,34.0,4.9,1
0.88,27.0,52.0,70.0,37.0,7.8,1
0.37,14.0,49.0,59.0,29.0,3.9,1
0.33,11.0,62.0,49.0,20.0,3.4,1
0.37,13.0,68.0,53.0,22.0,4.2,1
0.3,11.0,66.0,55.0,25.0,3.3,1
0.33,16.0,40.0,56.0,19.0,3.4,1
0.4,16.0,29.0,53.0,17.0,5.1,1
0.46,19.0,21.0,54.0,20.0,9.2,1
0.58,23.0,15.0,55.0,24.0,11.0,1
0.52,24.0,11.0,54.0,26.0,15.0,1
0.55,23.0,8.4,54.0,28.0,9.4,1
0.73,29.0,1.6,56.0,26.0,6.5,1
0.76,28.0,1.9,57.0,20.0,5.3,1
0.84,25.0,0.9,57.0,22.0,3.8,1
0.84,23.0,0.6,55.0,25.0,6.7,1
0.7,21.0,0.6,56.0,24.0,8.8,1
0.58,22.0,0.6,56.0,22.0,9.1,1
0.57,22.0,0.7,54.0,19.0,7.8,1
0.53,21.0,2.3,49.0,21.0,5.0,0
0.52,19.0,7.1,45.0,25.0,4.7,0
0.59,21.0,18.0,40.0,20.0,3.7,0
0.47,17.0,32.0,38.0,15.0,3.6,0
0.34,15.0,39.0,37.0,15.0,4.5,0
0.3,13.0,41.0,34.0,16.0,5.0,0
0.28,11.0,47.0,33.0,13.0,3.9,0
0.25,9.5,52.0,29.0,12.0,3.3,1
0.24,9.5,51.0,29.0,15.0,3.0,1
0.25,11.0,44.0,34.0,18.0,3.6,0
0.25,11.0,43.0,33.0,15.0,2.9,0
0.31,16.0,29.0,32.0,10.0,4.5,0
0.41,16.0,21.0,34.0,10.0,3.3,0
0.43,18.0,12.0,35.0,14.0,3.5,0
0.45,17.0,12.0,37.0,15.0,3.5,0
0.37,16.0,12.0,35.0,16.0,4.0,0
0.32,13.0,16.0,31.0,15.0,3.7,0
0.37,18.0,9.9,35.0,13.0,8.6,0
0.68,26.0,2.8,40.0,14.0,4.1,0
0.6,24.0,1.6,39.0,14.0,3.2,0
0.5,24.0,1.3,35.0,15.0,3.5,0
0.49,21.0,1.5,35.0,17.0,2.8,0
0.41,18.0,2.0,34.0,16.0,2.7,0
0.45,16.0,1.6,34.0,14.0,2.2,0
0.57,18.0,0.9,38.0,17.0,4.3,0
0.5,16.0,2.9,40.0,18.0,5.5,0
0.54,18.0,9.4,48.0,21.0,6.7,0
0.42,14.0,20.0,40.0,24.0,6.7,0
0.26,7.3,33.0,32.0,19.0,3.7,0
0.3,9.1,41.0,35.0,18.0,3.1,0
0.28,8.7,55.0,37.0,19.0,3.0,1
0.33,9.6,56.0,38.0,21.0,2.5,1
0.35,10.0,50.0,43.0,22.0,2.5,0
0.32,10.0,47.0,50.0,25.0,2.5,0
0.3,11.0,50.0,54.0,27.0,3.6,1
0.34,11.0,43.0,50.0,25.0,3.2,0
0.47,17.0,30.0,50.0,26.0,2.6,0
0.53,23.0,18.0,54.0,24.0,3.3,1
0.51,21.0,16.0,51.0,25.0,3.8,1
0.36,15.0,18.0,44.0,28.0,3.5,0
0.32,13.0,17.0,37.0,21.0,3.4,0
0.37,16.0,12.0,35.0,16.0,4.6,0
0.44,18.0,8.9,40.0,17.0,2.5,0
0.41,15.0,9.7,43.0,23.0,2.0,0
0.35,13.0,11.0,42.0,22.0,2.4,0
0.39,15.0,6.9,42.0,20.0,3.2,0
0.42,20.0,1.4,43.0,22.0,4.2,0
0.32,18.0,0.8,43.0,20.0,4.4,0
0.38,16.0,1.5,42.0,20.0,3.7,0
0.56,18.0,5.4,44.0,26.0,3.7,0
0.76,21.0,13.0,45.0,27.0,2.9,0
0.73,21.0,29.0,40.0,24.0,3.1,0
0.48,16.0,52.0,39.0,22.0,3.2,1
0.34,14.0,71.0,40.0,19.0,4.8,1
0.32,15.0,74.0,49.0,19.0,4.8,1
0.3,12.0,73.0,59.0,21.0,5.1,1
0.21,11.0,52.0,56.0,19.0,3.9,1
0.21,12.0,42.0,51.0,17.0,4.2,1
0.23,12.0,35.0,50.0,15.0,5.0,0
